"title","category","rank","profile","outcome","reason","hostMs","uniqueFrames"
"Habits","watchapps-and-companions","72","qemu_emery","execution-stopped","Error: TypeError: not a function
    at <anonymous> (pebble-js-app.js:92:29)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","16451.326576999993","29"
"Habits","watchapps-and-companions","72","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","148.80344999999943","0"
"Habits","watchapps-and-companions","72","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","154.88460900000064","0"
"PblCamera","watchapps-and-companions","73","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","147.05671699999948","0"
"PblCamera","watchapps-and-companions","73","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","160.8826409999965","0"
"PblCamera","watchapps-and-companions","73","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","148.54579000000376","0"
"Get Back - directions to a set location","watchapps-and-companions","74","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","166.4668210000018","0"
"Get Back - directions to a set location","watchapps-and-companions","74","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","153.65322999999626","0"
"Get Back - directions to a set location","watchapps-and-companions","74","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","171.0381819999966","0"
"Calculator","watchapps-and-companions","75","qemu_emery","scenario-completed","","33108.514439","105"
"Calculator","watchapps-and-companions","75","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","179.5460979999989","0"
"Calculator","watchapps-and-companions","75","qemu_gabbro","scenario-completed","","28867.714715999995","66"
"UK Transport","watchapps-and-companions","76","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","153.31497500000114","0"
"UK Transport","watchapps-and-companions","76","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","146.49339699999837","0"
"UK Transport","watchapps-and-companions","76","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","141.60676899999817","0"
"Voice Note","watchapps-and-companions","77","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","146.77184899999702","0"
"Voice Note","watchapps-and-companions","77","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","136.24524699999893","0"
"Voice Note","watchapps-and-companions","77","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","144.17569599999842","0"
"Travel","watchapps-and-companions","78","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","140.508345000002","0"
"Travel","watchapps-and-companions","78","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","124.34675699999934","0"
"Travel","watchapps-and-companions","78","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","141.2308669999984","0"
"Playback for Spotify","watchapps-and-companions","79","qemu_emery","scenario-completed","","26925.970398000005","84"
"Playback for Spotify","watchapps-and-companions","79","qemu_flint","scenario-completed","","23653.456249999996","91"
"Playback for Spotify","watchapps-and-companions","79","qemu_gabbro","scenario-completed","","26164.41819599999","83"
"Pokedex Challenge","watchapps-and-companions","80","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","149.18333299999358","0"
"Pokedex Challenge","watchapps-and-companions","80","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","141.6076330000069","0"
"Pokedex Challenge","watchapps-and-companions","80","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","147.0901520000043","0"
"Destiny Strap","watchapps-and-companions","81","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","134.553482000003","0"
"Destiny Strap","watchapps-and-companions","81","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","151.01065599999856","0"
"Destiny Strap","watchapps-and-companions","81","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","138.5142499999929","0"
"Brain Dump (index01 for your pebble)","watchapps-and-companions","82","qemu_emery","scenario-completed","","28764.525834999993","111"
"Brain Dump (index01 for your pebble)","watchapps-and-companions","82","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","159.6288920000079","0"
"Brain Dump (index01 for your pebble)","watchapps-and-companions","82","qemu_gabbro","scenario-completed","","26396.813676000005","77"
"Get Back To","watchapps-and-companions","83","qemu_emery","execution-stopped","Error: TypeError: Unsupported AppMessage value.
    at dictionary (virtual-phone-bootstrap.js:329:90)
    at sendAppMessage (virtual-phone-bootstrap.js:350:33)
    at sendMessage (pebble-js-app.js:235:24)
    at sendToWatch (pebble-js-app.js:476:14)
    at locationSuccess (pebble-js-app.js:305:16)
    at locationResult (virtual-phone-bootstrap.js:305:182)
    at <anonymous> (virtual-phone-bootstrap.js:310:115)
    at timer (virtual-phone-bootstrap.js:102:93)
","18146.79247799999","33"
"Get Back To","watchapps-and-companions","83","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","137.09469700000773","0"
"Get Back To","watchapps-and-companions","83","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","150.642737999995","0"
"Find My Phone","watchapps-and-companions","84","qemu_emery","execution-stopped","Error: TypeError: not a function
    at <anonymous> (pebble-js-app.js:180:25)
    at call (native)
    at __webpack_require__ (pebble-js-app.js:20:34)
    at <anonymous> (pebble-js-app.js:48:38)
    at call (native)
    at __webpack_require__ (pebble-js-app.js:20:34)
    at <anonymous> (pebble-js-app.js:40:11)
    at <eval> (pebble-js-app.js:43:10)
","17099.379639000006","29"
"Find My Phone","watchapps-and-companions","84","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.59021199999552","0"
"Find My Phone","watchapps-and-companions","84","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","148.02468000000226","0"
"QuickAuth","watchapps-and-companions","85","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","163.72457400000712","0"
"QuickAuth","watchapps-and-companions","85","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","166.28188500000397","0"
"QuickAuth","watchapps-and-companions","85","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","167.56006999999227","0"
"Mr. Runner - UP","watchapps-and-companions","86","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","160.88053199999558","0"
"Mr. Runner - UP","watchapps-and-companions","86","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","150.35226200000034","0"
"Mr. Runner - UP","watchapps-and-companions","86","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","154.82532499999797","0"
"Touchy Weather - Weather App","watchapps-and-companions","87","qemu_emery","scenario-completed","","87191.133746","67"
"Touchy Weather - Weather App","watchapps-and-companions","87","qemu_flint","scenario-completed","","50345.669781000004","101"
"Touchy Weather - Weather App","watchapps-and-companions","87","qemu_gabbro","scenario-completed","","87449.081097","60"
"Custom Workout Timer ","watchapps-and-companions","88","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","144.09661600000982","0"
"Custom Workout Timer ","watchapps-and-companions","88","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","155.1376719999971","0"
"Custom Workout Timer ","watchapps-and-companions","88","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","134.56230700000015","0"
"Commute","watchapps-and-companions","89","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","145.22148300000117","0"
"Commute","watchapps-and-companions","89","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","148.28040599999076","0"
"Commute","watchapps-and-companions","89","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","136.86452700001246","0"
"Slate","watchapps-and-companions","90","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","154.0421209999913","0"
"Slate","watchapps-and-companions","90","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","159.78063799999654","0"
"Slate","watchapps-and-companions","90","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","151.76283599999442","0"
"MF'n Weather","watchapps-and-companions","91","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","137.3720570000005","0"
"MF'n Weather","watchapps-and-companions","91","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","157.90129900000466","0"
"MF'n Weather","watchapps-and-companions","91","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","162.26552900001116","0"
"Playlists Remote for Spotify","watchapps-and-companions","92","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","153.61823100000038","0"
"Playlists Remote for Spotify","watchapps-and-companions","92","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","145.5835720000032","0"
"Playlists Remote for Spotify","watchapps-and-companions","92","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","145.28076399999554","0"
"Facebook [Pebble Rocker]","watchapps-and-companions","93","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","149.7481540000008","0"
"Facebook [Pebble Rocker]","watchapps-and-companions","93","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","141.10202700000082","0"
"Facebook [Pebble Rocker]","watchapps-and-companions","93","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","155.33582300000126","0"
"Tilt Calc","watchapps-and-companions","94","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","152.3373980000033","0"
"Tilt Calc","watchapps-and-companions","94","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","154.438341999994","0"
"Tilt Calc","watchapps-and-companions","94","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","155.35322799999267","0"
"Forecast Weather App","watchapps-and-companions","95","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","146.45491799998854","0"
"Forecast Weather App","watchapps-and-companions","95","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","175.33965700000408","0"
"Forecast Weather App","watchapps-and-companions","95","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","149.29978300000948","0"
"Rebble","watchapps-and-companions","96","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","132.96463600000425","0"
"Rebble","watchapps-and-companions","96","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","149.99079899999197","0"
"Rebble","watchapps-and-companions","96","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","136.80778099999588","0"
"Arena3D","watchapps-and-companions","97","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","150.97180499999376","0"
"Arena3D","watchapps-and-companions","97","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","144.72685000000638","0"
"Arena3D","watchapps-and-companions","97","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","162.89481199999864","0"
"Skipstone","watchapps-and-companions","98","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","152.62656699999934","0"
"Skipstone","watchapps-and-companions","98","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","203.15124800000922","0"
"Skipstone","watchapps-and-companions","98","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","136.85687099999632","0"
"Weather","watchapps-and-companions","99","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","143.047882999992","0"
"Weather","watchapps-and-companions","99","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","133.25004199999967","0"
"Weather","watchapps-and-companions","99","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","159.4570470000035","0"
"SmartStatus-op","watchapps-and-companions","100","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","150.5763580000057","0"
"SmartStatus-op","watchapps-and-companions","100","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","150.35096599999815","0"
"SmartStatus-op","watchapps-and-companions","100","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","150.76135000000068","0"
"YWeather","watchfaces","1","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","152.4885740000027","0"
"YWeather","watchfaces","1","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","142.67151699999522","0"
"YWeather","watchfaces","1","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","159.6544670000003","0"
"Real Weather","watchfaces","2","qemu_emery","scenario-completed","","35364.016716","123"
"Real Weather","watchfaces","2","qemu_flint","scenario-completed","","24641.457614","95"
"Real Weather","watchfaces","2","qemu_gabbro","scenario-completed","","33343.754508","94"
"TimeStyle","watchfaces","3","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'color_bg' of null
    at <anonymous> (pebble-js-app.js:181:20)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","30090.033413000012","113"
"TimeStyle","watchfaces","3","qemu_flint","execution-stopped","Error: TypeError: cannot read property 'color_bg' of null
    at <anonymous> (pebble-js-app.js:181:20)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","24490.678798000008","93"
"TimeStyle","watchfaces","3","qemu_gabbro","execution-stopped","Error: TypeError: cannot read property 'color_bg' of null
    at <anonymous> (pebble-js-app.js:181:20)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","33373.449389999994","85"
"Modern","watchfaces","4","qemu_emery","download-unavailable","TypeError: Invalid URL","143.79051700000127","0"
"Modern","watchfaces","4","qemu_flint","download-unavailable","TypeError: Invalid URL","159.34485100000165","0"
"Modern","watchfaces","4","qemu_gabbro","download-unavailable","TypeError: Invalid URL","144.89724199999182","0"
"Weather Land","watchfaces","5","qemu_emery","scenario-completed","","30538.090433999998","93"
"Weather Land","watchfaces","5","qemu_flint","scenario-completed","","23940.935417999994","95"
"Weather Land","watchfaces","5","qemu_gabbro","scenario-completed","","31880.20865","91"
"91 Dub v4.0","watchfaces","6","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","151.49524499999825","0"
"91 Dub v4.0","watchfaces","6","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","145.10808199999155","0"
"91 Dub v4.0","watchfaces","6","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","149.73802299999807","0"
"Mario Time Watchface","watchfaces","7","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","174.82988699999987","0"
"Mario Time Watchface","watchfaces","7","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","162.54029699999955","0"
"Mario Time Watchface","watchfaces","7","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","154.25258800000302","0"
"Studio Clock","watchfaces","8","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","154.2110859999957","0"
"Studio Clock","watchfaces","8","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","146.86178999999538","0"
"Studio Clock","watchfaces","8","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","138.10547100000258","0"
"Slides of Time","watchfaces","9","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","162.79453299999295","0"
"Slides of Time","watchfaces","9","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","168.95265199999267","0"
"Slides of Time","watchfaces","9","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","167.32958099999814","0"
"Timely","watchfaces","10","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","151.91662100001122","0"
"Timely","watchfaces","10","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","154.83215499999642","0"
"Timely","watchfaces","10","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","162.8098389999941","0"
"DIN Time","watchfaces","11","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","173.35622299999523","0"
"DIN Time","watchfaces","11","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","168.42398700000194","0"
"DIN Time","watchfaces","11","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","174.57425400000648","0"
"Futura Weather","watchfaces","12","qemu_emery","download-unavailable","TypeError: Invalid URL","157.63337000001047","0"
"Futura Weather","watchfaces","12","qemu_flint","download-unavailable","TypeError: Invalid URL","148.22559300001012","0"
"Futura Weather","watchfaces","12","qemu_gabbro","download-unavailable","TypeError: Invalid URL","147.35549699999683","0"
"Love Weather","watchfaces","13","qemu_emery","scenario-completed","","39538.10432700001","127"
"Love Weather","watchfaces","13","qemu_flint","scenario-completed","","25207.700131999998","95"
"Love Weather","watchfaces","13","qemu_gabbro","scenario-completed","","42724.58710999999","84"
"Weather - powered by The Weather Channel","watchfaces","14","qemu_emery","download-unavailable","TypeError: Invalid URL","143.77729699999327","0"
"Weather - powered by The Weather Channel","watchfaces","14","qemu_flint","download-unavailable","TypeError: Invalid URL","157.10246799999732","0"
"Weather - powered by The Weather Channel","watchfaces","14","qemu_gabbro","download-unavailable","TypeError: Invalid URL","157.34729900000093","0"
"Thin","watchfaces","15","qemu_emery","scenario-completed","","45204.286023999986","131"
"Thin","watchfaces","15","qemu_flint","scenario-completed","","32865.728814999995","121"
"Thin","watchfaces","15","qemu_gabbro","scenario-completed","","44492.789967000004","72"
"Clean & Smart","watchfaces","16","qemu_emery","scenario-completed","","37941.456628","98"
"Clean & Smart","watchfaces","16","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","187.279515000002","0"
"Clean & Smart","watchfaces","16","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","174.97445300000254","0"
"Drunk O' Clock","watchfaces","17","qemu_emery","execution-stopped","Error: ReferenceError: 'WebSocket' is not defined
    at connect (pebble-js-app.js:1674:15)
    at connectToPebbleSocket (pebble-js-app.js:274:26)
    at init (pebble-js-app.js:175:29)
    at <anonymous> (pebble-js-app.js:124:16)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","30457.24244399999","51"
"Drunk O' Clock","watchfaces","17","qemu_flint","execution-stopped","Error: ReferenceError: 'WebSocket' is not defined
    at connect (pebble-js-app.js:1674:15)
    at connectToPebbleSocket (pebble-js-app.js:274:26)
    at init (pebble-js-app.js:175:29)
    at <anonymous> (pebble-js-app.js:124:16)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","25761.21959800001","39"
"Drunk O' Clock","watchfaces","17","qemu_gabbro","execution-stopped","Error: ReferenceError: 'WebSocket' is not defined
    at connect (pebble-js-app.js:1674:15)
    at connectToPebbleSocket (pebble-js-app.js:274:26)
    at init (pebble-js-app.js:175:29)
    at <anonymous> (pebble-js-app.js:124:16)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","32029.160271999994","51"
"Sketchy Weather","watchfaces","18","qemu_emery","scenario-completed","","32259.391892","116"
"Sketchy Weather","watchfaces","18","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","173.24307599999884","0"
"Sketchy Weather","watchfaces","18","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","156.69300899999507","0"
"xTime","watchfaces","19","qemu_emery","scenario-completed","","26524.404171999995","83"
"xTime","watchfaces","19","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","174.125086","0"
"xTime","watchfaces","19","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","161.41466599999694","0"
"TrekV2","watchfaces","20","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","152.79045600000245","0"
"TrekV2","watchfaces","20","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","137.87274599999364","0"
"TrekV2","watchfaces","20","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","140.32009500000277","0"
"Taller","watchfaces","21","qemu_emery","scenario-completed","","29981.41500899999","108"
"Taller","watchfaces","21","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","158.48721900000237","0"
"Taller","watchfaces","21","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","163.10305800000788","0"
"Minimalist Weather","watchfaces","22","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","177.59505000000354","0"
"Minimalist Weather","watchfaces","22","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","150.47368899999128","0"
"Minimalist Weather","watchfaces","22","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","139.7076059999963","0"
"Revolution","watchfaces","23","qemu_emery","download-unavailable","TypeError: Invalid URL","164.95014499999525","0"
"Revolution","watchfaces","23","qemu_flint","download-unavailable","TypeError: Invalid URL","163.60150799999246","0"
"Revolution","watchfaces","23","qemu_gabbro","download-unavailable","TypeError: Invalid URL","135.15468999999575","0"
"PEBILL","watchfaces","24","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","159.1751430000004","0"
"PEBILL","watchfaces","24","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","161.70316400000593","0"
"PEBILL","watchfaces","24","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","174.39829099999042","0"
"TrekV3","watchfaces","25","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","153.93795600000885","0"
"TrekV3","watchfaces","25","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","168.81913200000417","0"
"TrekV3","watchfaces","25","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","156.78788799999165","0"
"Squared 4.0","watchfaces","26","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","154.81073599999945","0"
"Squared 4.0","watchfaces","26","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","164.07414700000663","0"
"Squared 4.0","watchfaces","26","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","171.39841700000397","0"
"Retro Clock","watchfaces","27","qemu_emery","download-unavailable","TypeError: Invalid URL","161.3127999999997","0"
"Retro Clock","watchfaces","27","qemu_flint","download-unavailable","TypeError: Invalid URL","166.00713800000085","0"
"Retro Clock","watchfaces","27","qemu_gabbro","download-unavailable","TypeError: Invalid URL","151.3252230000071","0"
"UP for Pebble","watchfaces","28","qemu_emery","download-unavailable","TypeError: Invalid URL","151.49949300001026","0"
"UP for Pebble","watchfaces","28","qemu_flint","download-unavailable","TypeError: Invalid URL","158.31544799999392","0"
"UP for Pebble","watchfaces","28","qemu_gabbro","download-unavailable","TypeError: Invalid URL","161.49170800000138","0"
"Draw by Dalpek","watchfaces","29","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","154.6308260000078","0"
"Draw by Dalpek","watchfaces","29","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","164.5994580000115","0"
"Draw by Dalpek","watchfaces","29","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","152.4380669999955","0"
"Dotz","watchfaces","30","qemu_emery","download-unavailable","TypeError: Invalid URL","162.01186199999938","0"
"Dotz","watchfaces","30","qemu_flint","download-unavailable","TypeError: Invalid URL","144.09533199999714","0"
"Dotz","watchfaces","30","qemu_gabbro","download-unavailable","TypeError: Invalid URL","155.33183599999757","0"
"Multifunctional 7 Segment","watchfaces","31","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","158.35096900000644","0"
"Multifunctional 7 Segment","watchfaces","31","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","174.25852299999679","0"
"Multifunctional 7 Segment","watchfaces","31","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","165.02268199999526","0"
"Rosewright A","watchfaces","32","qemu_emery","execution-stopped","Error: TypeError: cannot read property 'replace' of undefined
    at initialize (pebble-js-app.js:242:52)
    at <anonymous> (pebble-js-app.js:339:15)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","28173.372854999994","49"
"Rosewright A","watchfaces","32","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","208.38333900000725","0"
"Rosewright A","watchfaces","32","qemu_gabbro","execution-stopped","Error: TypeError: cannot read property 'replace' of undefined
    at initialize (pebble-js-app.js:242:52)
    at <anonymous> (pebble-js-app.js:339:15)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at ready (virtual-phone-bootstrap.js:378:47)
","28956.11045400001","49"
"BlockSlide","watchfaces","33","qemu_emery","execution-stopped","Error: TypeError: AppMessage requires a dictionary.
    at dictionary (virtual-phone-bootstrap.js:320:89)
    at sendAppMessage (virtual-phone-bootstrap.js:350:33)
    at <anonymous> (pebble-js-app.js:154:23)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","35275.61354100001","143"
"BlockSlide","watchfaces","33","qemu_flint","execution-stopped","Error: TypeError: AppMessage requires a dictionary.
    at dictionary (virtual-phone-bootstrap.js:320:89)
    at sendAppMessage (virtual-phone-bootstrap.js:350:33)
    at <anonymous> (pebble-js-app.js:154:23)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","25579.96936300001","143"
"BlockSlide","watchfaces","33","qemu_gabbro","execution-stopped","Error: TypeError: AppMessage requires a dictionary.
    at dictionary (virtual-phone-bootstrap.js:320:89)
    at sendAppMessage (virtual-phone-bootstrap.js:350:33)
    at <anonymous> (pebble-js-app.js:154:23)
    at dispatch (virtual-phone-bootstrap.js:318:119)
    at configurationClosed (virtual-phone-bootstrap.js:384:180)
","29547.943616999983","88"
"Enigma","watchfaces","34","qemu_emery","download-unavailable","TypeError: Invalid URL","150.47657199998503","0"
"Enigma","watchfaces","34","qemu_flint","download-unavailable","TypeError: Invalid URL","149.97100499999942","0"
"Enigma","watchfaces","34","qemu_gabbro","download-unavailable","TypeError: Invalid URL","152.253698000015","0"
"Quartz by Dalpek","watchfaces","35","qemu_emery","scenario-completed","","32486.117782999994","128"
"Quartz by Dalpek","watchfaces","35","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.3410900000017","0"
"Quartz by Dalpek","watchfaces","35","qemu_gabbro","scenario-completed","","29525.995208999986","101"
"Pip Boy 100","watchfaces","36","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","159.57700200000545","0"
"Pip Boy 100","watchfaces","36","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","163.43945500001428","0"
"Pip Boy 100","watchfaces","36","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","151.8536230000027","0"
"Time&Weather","watchfaces","37","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","147.69323599999188","0"
"Time&Weather","watchfaces","37","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","159.7909010000003","0"
"Time&Weather","watchfaces","37","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","161.86946700001135","0"
"Square","watchfaces","38","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","165.6101969999727","0"
"Square","watchfaces","38","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","163.52464200000395","0"
"Square","watchfaces","38","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","187.32557899999665","0"
"Essential","watchfaces","39","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","155.7240940000047","0"
