"title","category","rank","profile","outcome","reason","hostMs","uniqueFrames"
"Snowy","watchapps-and-companions","15","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","212.0007290000001","0"
"Maptastic","watchapps-and-companions","16","qemu_emery","execution-stopped","Error: Virtual phone stopped after an execution error.","19609.883432","44"
"Maptastic","watchapps-and-companions","16","qemu_flint","execution-stopped","Error: Virtual phone stopped after an execution error.","17038.73319","35"
"Maptastic","watchapps-and-companions","16","qemu_gabbro","execution-stopped","Error: Virtual phone stopped after an execution error.","19339.156446","40"
"Glance","watchapps-and-companions","17","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","177.771526","0"
"Glance","watchapps-and-companions","17","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","152.978701","0"
"Glance","watchapps-and-companions","17","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","145.144722","0"
"FitCat","watchapps-and-companions","18","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","152.83547999999996","0"
"FitCat","watchapps-and-companions","18","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","143.64619100000004","0"
"FitCat","watchapps-and-companions","18","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","149.818129","0"
"PinyWings","watchapps-and-companions","19","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","154.29384699999991","0"
"PinyWings","watchapps-and-companions","19","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","144.41631700000016","0"
"PinyWings","watchapps-and-companions","19","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","144.4611329999998","0"
"Swarm by Foursquare","watchapps-and-companions","20","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","131.27802699999984","0"
"Swarm by Foursquare","watchapps-and-companions","20","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","139.99165399999993","0"
"Swarm by Foursquare","watchapps-and-companions","20","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","130.24551399999973","0"
"Weather","watchapps-and-companions","21","qemu_emery","execution-stopped","Error: SyntaxError: Unexpected end of JSON input
    at <input>:1:1
    at parse (native)
    at <anonymous> (pebble-js-app.js:434:33)
    at dispatch (virtual-phone-bootstrap.js:406:119)
    at configurationClosed (virtual-phone-bootstrap.js:472:180)
","27124.252889","109"
"Weather","watchapps-and-companions","21","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","177.92472799999814","0"
"Weather","watchapps-and-companions","21","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","142.98009599999932","0"
"Steps - stopwatch with step counter (pedometer) that works without phone","watchapps-and-companions","22","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","139.69545300000027","0"
"Steps - stopwatch with step counter (pedometer) that works without phone","watchapps-and-companions","22","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","154.8287930000006","0"
"Steps - stopwatch with step counter (pedometer) that works without phone","watchapps-and-companions","22","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","148.41178099999888","0"
"Checklist","watchapps-and-companions","23","qemu_emery","scenario-completed","","28424.639332000002","110"
"Checklist","watchapps-and-companions","23","qemu_flint","scenario-completed","","23928.756","90"
"Checklist","watchapps-and-companions","23","qemu_gabbro","scenario-completed","","25546.789146000003","82"
"Pedometer","watchapps-and-companions","24","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","151.1737409999987","0"
"Pedometer","watchapps-and-companions","24","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","162.91868899999827","0"
"Pedometer","watchapps-and-companions","24","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","145.58436699999947","0"
"Battery lifetime (color)","watchapps-and-companions","25","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","139.68130299999757","0"
"Battery lifetime (color)","watchapps-and-companions","25","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","155.42657800000234","0"
"Battery lifetime (color)","watchapps-and-companions","25","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","146.55101300000024","0"
"Dashboard","watchapps-and-companions","26","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","148.23424599999998","0"
"Dashboard","watchapps-and-companions","26","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","135.90334999999686","0"
"Dashboard","watchapps-and-companions","26","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","150.81041299999924","0"
"GoPro","watchapps-and-companions","27","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","137.634782000001","0"
"GoPro","watchapps-and-companions","27","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","154.97107099999994","0"
"GoPro","watchapps-and-companions","27","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","158.00735300000088","0"
"Multi Timer","watchapps-and-companions","28","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","148.7384689999999","0"
"Multi Timer","watchapps-and-companions","28","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","159.08909300000232","0"
"Multi Timer","watchapps-and-companions","28","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","151.86726799999815","0"
"Obelisk","watchapps-and-companions","29","qemu_emery","scenario-completed","","78530.173514","50"
"Obelisk","watchapps-and-companions","29","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","171.57799400000295","0"
"Obelisk","watchapps-and-companions","29","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","181.78741399999853","0"
"7-Minute+","watchapps-and-companions","30","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","147.1352079999997","0"
"7-Minute+","watchapps-and-companions","30","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","152.30966999999873","0"
"7-Minute+","watchapps-and-companions","30","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","155.21821600000112","0"
"Mr. Runner","watchapps-and-companions","31","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","139.1567670000004","0"
"Mr. Runner","watchapps-and-companions","31","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","164.6744859999999","0"
"Mr. Runner","watchapps-and-companions","31","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","179.61734499999875","0"
"Gentle Wake (Daily Smart Alarm Clock with Sleep Monitoring)","watchapps-and-companions","32","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","160.75227300000188","0"
"Gentle Wake (Daily Smart Alarm Clock with Sleep Monitoring)","watchapps-and-companions","32","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","156.0237019999986","0"
"Gentle Wake (Daily Smart Alarm Clock with Sleep Monitoring)","watchapps-and-companions","32","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","156.17995099999825","0"
"Football Pal","watchapps-and-companions","33","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","185.86592200000086","0"
"Football Pal","watchapps-and-companions","33","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","156.46803699999873","0"
"Football Pal","watchapps-and-companions","33","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","174.0696280000011","0"
"Authenticator","watchapps-and-companions","34","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","149.17193499999848","0"
"Authenticator","watchapps-and-companions","34","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","168.3394049999988","0"
"Authenticator","watchapps-and-companions","34","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","160.23423399999956","0"
"JavaPay","watchapps-and-companions","35","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","158.31360700000005","0"
"JavaPay","watchapps-and-companions","35","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","151.04668400000082","0"
"JavaPay","watchapps-and-companions","35","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","132.16365999999834","0"
"Note To Self","watchapps-and-companions","36","qemu_emery","scenario-completed","","26061.929360000002","104"
"Note To Self","watchapps-and-companions","36","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","148.44109000000026","0"
"Note To Self","watchapps-and-companions","36","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","149.98212100000092","0"
"MiniDungeon","watchapps-and-companions","37","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","164.04337900000246","0"
"MiniDungeon","watchapps-and-companions","37","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","181.7651470000019","0"
"MiniDungeon","watchapps-and-companions","37","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","165.64401400000133","0"
"Watchie-Talkie","watchapps-and-companions","38","qemu_emery","execution-stopped","Error: TypeError: not a function
    at <anonymous> (<input>:87:26)
    at dispatch (virtual-phone-bootstrap.js:406:119)
    at ready (virtual-phone-bootstrap.js:466:47)
","16906.028311","30"
"Watchie-Talkie","watchapps-and-companions","38","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","140.64540299999862","0"
"Watchie-Talkie","watchapps-and-companions","38","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","151.6514700000007","0"
"WW - Weather Watch","watchapps-and-companions","39","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","147.87996599999678","0"
"WW - Weather Watch","watchapps-and-companions","39","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","146.80574499999784","0"
"WW - Weather Watch","watchapps-and-companions","39","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","149.08927699999913","0"
"Alarms++","watchapps-and-companions","40","qemu_emery","scenario-completed","","34505.607708","97"
"Alarms++","watchapps-and-companions","40","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","155.6068950000008","0"
"Alarms++","watchapps-and-companions","40","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","156.8336589999999","0"
"Notes","watchapps-and-companions","41","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","161.78119499999957","0"
"Notes","watchapps-and-companions","41","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","138.98713300000236","0"
"Notes","watchapps-and-companions","41","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","160.01917499999763","0"
"Watchfaces+ Color","watchapps-and-companions","42","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","168.71499699999913","0"
"Watchfaces+ Color","watchapps-and-companions","42","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","141.6821630000013","0"
"Watchfaces+ Color","watchapps-and-companions","42","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","158.28429399999732","0"
"7-Minute Workout","watchapps-and-companions","43","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","145.18230699999913","0"
"7-Minute Workout","watchapps-and-companions","43","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","142.06930499999726","0"
"7-Minute Workout","watchapps-and-companions","43","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","152.269516999997","0"
"Voice2Timeline","watchapps-and-companions","44","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","156.22164200000043","0"
"Voice2Timeline","watchapps-and-companions","44","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","136.13311299999987","0"
"Voice2Timeline","watchapps-and-companions","44","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","192.70780800000284","0"
"Blocks","watchapps-and-companions","45","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","173.35127399999692","0"
"Blocks","watchapps-and-companions","45","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","154.22931400000016","0"
"Blocks","watchapps-and-companions","45","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","159.7860299999993","0"
"Hatchi - A retro virtual pet","watchapps-and-companions","46","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","167.72312200000306","0"
"Hatchi - A retro virtual pet","watchapps-and-companions","46","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","163.35899900000004","0"
"Hatchi - A retro virtual pet","watchapps-and-companions","46","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","154.41689400000178","0"
"Rain","watchapps-and-companions","47","qemu_emery","execution-stopped","Error: Virtual phone stopped after an execution error.","19881.588505999996","37"
"Rain","watchapps-and-companions","47","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","172.57851499999742","0"
"Rain","watchapps-and-companions","47","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","176.59829900000113","0"
"LAST SIGNAL","watchapps-and-companions","48","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","164.5747760000013","0"
"LAST SIGNAL","watchapps-and-companions","48","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","145.8243360000015","0"
"LAST SIGNAL","watchapps-and-companions","48","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","152.32406799999808","0"
"My Steps","watchapps-and-companions","49","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","157.74932400000034","0"
"My Steps","watchapps-and-companions","49","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.72933399999965","0"
"My Steps","watchapps-and-companions","49","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","165.2003900000018","0"
"PebbCN","watchapps-and-companions","50","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","158.61050200000318","0"
"PebbCN","watchapps-and-companions","50","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","146.8583660000004","0"
"PebbCN","watchapps-and-companions","50","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","154.77995299999748","0"
"Ventoo - GPS sports tracker","watchapps-and-companions","51","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","175.1301519999979","0"
"Ventoo - GPS sports tracker","watchapps-and-companions","51","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","181.99221299999772","0"
"Ventoo - GPS sports tracker","watchapps-and-companions","51","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","172.08439799999906","0"
"Directions","watchapps-and-companions","52","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","193.3344670000006","0"
"Directions","watchapps-and-companions","52","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","186.21315099999993","0"
"Directions","watchapps-and-companions","52","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","173.87244099999953","0"
"QR Generator","watchapps-and-companions","53","qemu_emery","scenario-completed","","28135.847296000004","103"
"QR Generator","watchapps-and-companions","53","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","173.8955679999999","0"
"QR Generator","watchapps-and-companions","53","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","176.89148800000112","0"
"Swim.com","watchapps-and-companions","54","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","166.43007600000055","0"
"Swim.com","watchapps-and-companions","54","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","153.7164550000016","0"
"Swim.com","watchapps-and-companions","54","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","158.00663500000155","0"
"Games for Pebble","watchapps-and-companions","55","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","152.76351000000068","0"
"Games for Pebble","watchapps-and-companions","55","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","158.8383529999992","0"
"Games for Pebble","watchapps-and-companions","55","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","161.77914599999713","0"
"Pokémon GO Radar (BETA)","watchapps-and-companions","56","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","171.17764399999942","0"
"Pokémon GO Radar (BETA)","watchapps-and-companions","56","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","180.57421299999987","0"
"Pokémon GO Radar (BETA)","watchapps-and-companions","56","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","185.15690500000346","0"
"Rosewright Chronograph","watchapps-and-companions","57","qemu_emery","scenario-completed","","38590.749886","137"
"Rosewright Chronograph","watchapps-and-companions","57","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","205.5473370000036","0"
"Rosewright Chronograph","watchapps-and-companions","57","qemu_gabbro","scenario-completed","","38555.002678","113"
"Pebtris","watchapps-and-companions","58","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","143.9811120000013","0"
"Pebtris","watchapps-and-companions","58","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","146.38173899999674","0"
"Pebtris","watchapps-and-companions","58","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","130.20729800000117","0"
"Twebble","watchapps-and-companions","59","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","136.2401979999995","0"
"Twebble","watchapps-and-companions","59","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","137.15171700000064","0"
"Twebble","watchapps-and-companions","59","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","156.96043099999952","0"
"Huebble","watchapps-and-companions","60","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","156.17375999999786","0"
"Huebble","watchapps-and-companions","60","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","170.71786100000463","0"
"Huebble","watchapps-and-companions","60","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","159.7206870000009","0"
"World Cup 2014","watchapps-and-companions","61","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","158.1555040000021","0"
"World Cup 2014","watchapps-and-companions","61","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","144.1782630000016","0"
"World Cup 2014","watchapps-and-companions","61","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","139.29402100000152","0"
"Muninn - Battery Wisdom","watchapps-and-companions","62","qemu_emery","scenario-completed","","29794.942178999998","111"
"Muninn - Battery Wisdom","watchapps-and-companions","62","qemu_flint","scenario-completed","","24900.121338999998","92"
"Muninn - Battery Wisdom","watchapps-and-companions","62","qemu_gabbro","scenario-completed","","28101.114438999997","72"
"My World","watchapps-and-companions","63","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","138.35321000000113","0"
"My World","watchapps-and-companions","63","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","142.67525500000193","0"
"My World","watchapps-and-companions","63","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","140.20721100000083","0"
"Notify","watchapps-and-companions","64","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","140.6333620000005","0"
"Notify","watchapps-and-companions","64","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","151.2088320000039","0"
"Notify","watchapps-and-companions","64","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","142.6248510000005","0"
"Pebblemon","watchapps-and-companions","65","qemu_emery","scenario-completed","","92277.699789","67"
"Pebblemon","watchapps-and-companions","65","qemu_flint","scenario-completed","","87250.03347299999","83"
"Pebblemon","watchapps-and-companions","65","qemu_gabbro","scenario-completed","","92469.672171","63"
"skunk","watchapps-and-companions","66","qemu_emery","scenario-completed","","25987.710403000005","106"
"skunk","watchapps-and-companions","66","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","156.05735199999617","0"
"skunk","watchapps-and-companions","66","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","158.330277999994","0"
"Qibla - Prayer Times & Compass","watchapps-and-companions","67","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","170.0532910000038","0"
"Qibla - Prayer Times & Compass","watchapps-and-companions","67","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","151.20595899999898","0"
"Qibla - Prayer Times & Compass","watchapps-and-companions","67","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","136.8570400000026","0"
"News Headlines","watchapps-and-companions","68","qemu_emery","scenario-completed","","26721.780276000005","108"
"News Headlines","watchapps-and-companions","68","qemu_flint","scenario-completed","","22673.724330999998","89"
"News Headlines","watchapps-and-companions","68","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","151.97152099999948","0"
"Solanum","watchapps-and-companions","69","qemu_emery","scenario-completed","","33046.51967","112"
"Solanum","watchapps-and-companions","69","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","201.32234400000016","0"
"Solanum","watchapps-and-companions","69","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","189.0356610000017","0"
"Sleeper","watchapps-and-companions","70","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","154.2832150000031","0"
"Sleeper","watchapps-and-companions","70","qemu_flint","no-compatible-binary","Error: This application targets a different watch platform; flint is required.","144.30155999999988","0"
"Sleeper","watchapps-and-companions","70","qemu_gabbro","no-compatible-binary","Error: This application targets a different watch platform; gabbro is required.","173.93195900000137","0"
"Translate (Vox Populi)","watchapps-and-companions","71","qemu_emery","no-compatible-binary","Error: This PBW has no emery manifest.","157.880130000005","0"
"Translate (Vox Populi)","watchapps-and-companions","71","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","147.8346840000013","0"
"Translate (Vox Populi)","watchapps-and-companions","71","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","175.26496300000144","0"
"Habits","watchapps-and-companions","72","qemu_emery","execution-stopped","Error: TypeError: not a function
    at <anonymous> (pebble-js-app.js:92:29)
    at dispatch (virtual-phone-bootstrap.js:406:119)
    at ready (virtual-phone-bootstrap.js:466:47)
","16349.255266","29"
"Habits","watchapps-and-companions","72","qemu_flint","no-compatible-binary","Error: This PBW has no flint manifest.","154.72195900000224","0"
"Habits","watchapps-and-companions","72","qemu_gabbro","no-compatible-binary","Error: This PBW has no gabbro manifest.","160.08762900000147","0"
"PblCamera","watchapps-and-companions","73","qemu_emery","no-compatible-binary","Error: This application targets a different watch platform; emery is required.","142.08253199999308","0"
